itemIdx:::title:::category:::author:::description:::rank
1:::On The Edge: A short menage story in the On The Edge vampire series - Kindle edition:::['Literature & Fiction']:::Visit Amazon's Kallysten Page:::[]:::1,567,365 Paid in Kindle Store (
22::: The Wild&#39;s Call (Aspect of Crow) eBook:::['Romance']:::Visit Amazon's Jeri Smith-Ready Page:::[]:::24,645 Free in Kindle Store (
23:::The Cold Dish: A Longmire Mystery (Walt Longmire Mysteries Book 1) - Kindle edition:::['Literature & Fiction']:::Visit Amazon's Craig Johnson Page:::[]:::14,573 Paid in Kindle Store (
24:::The Awakening: The Novella That Introduced the Leopard People (Leopard series Book 1) - Kindle edition:::['Romance']:::Visit Amazon's Christine Feehan Page:::[]:::14,181 Paid in Kindle Store (
25:::Seducing Jane Porter - Kindle edition:::['Literature & Fiction']:::Visit Amazon's Dominique Adair Page:::[]:::821,278 Paid in Kindle Store (
26:::Classmate Murders (Jim Richards Murder Novels Book 1) - Kindle edition:::['Mystery, Thriller & Suspense']:::Visit Amazon's Bob Moats Page:::[]:::18,953 Free in Kindle Store (
27:::Str8te Boys - Kindle edition:::['Literature & Fiction']:::Visit Amazon's Evangeline Anderson Page:::[]:::637,067 Paid in Kindle Store (
28:::My Soul to Lose (Soul Screamers) - Kindle edition:::["Children's eBooks"]:::Visit Amazon's Rachel Vincent Page:::[]:::521,209 Paid in Kindle Store (
29:::Amber Eyes (Wild Book 1) - Kindle edition:::['Literature & Fiction']:::Visit Amazon's Maya Banks Page:::[]:::636,875 Paid in Kindle Store (
30:::Three for Me? - Kindle edition:::['Literature & Fiction']:::Visit Amazon's R. G. Alexander Page:::[]:::517,328 Paid in Kindle Store (
31:::The Knife&#39;s Edge (Historical Fantasy Romance--Short Story) - Kindle edition:::['Romance']:::Visit Amazon's Stephanie Draven Page:::[]:::2,520,208 Paid in Kindle Store (
32:::Mistress To The Prince (Royal Cordova Trilogy Book 3) - Kindle edition:::['Literature & Fiction']:::Visit Amazon's Elizabeth Lennox Page:::[]:::201,157 Paid in Kindle Store (
33::: Familiar Quotations eBook:::['Kindle Store', 'Kindle eBooks']:::Various:::[]:::13,375 Free in Kindle Store (
34:::Emergency: Wife Lost and Found - Kindle edition:::['Literature & Fiction']:::Visit Amazon's Carol Marinelli Page:::[]:::938,931 Paid in Kindle Store (
35:::Never Dare A Tycoon (The Attracelli Family Series Book 1) - Kindle edition:::['Literature & Fiction']:::Visit Amazon's Elizabeth Lennox Page:::[]:::286,130 Paid in Kindle Store (
36:::The Sheik&#39;s Unfinished Business - Kindle edition:::['Literature & Fiction']:::Visit Amazon's Elizabeth Lennox Page:::[]:::211,356 Paid in Kindle Store (
37:::The Unfinished Clue (Country House Mysteries Book 3) - Kindle edition:::['Mystery, Thriller & Suspense']:::Visit Amazon's Georgette Heyer Page:::[]:::104,715 Paid in Kindle Store (
38::: Prime Obsession (The Prime Chronicles Book 1) eBook:::['Science Fiction & Fantasy']:::Visit Amazon's Monette Michaels Page:::[]:::72,413 Paid in Kindle Store (
39:::Caleb&#39;s Woman - Kindle edition:::['Romance']:::Visit Amazon's Eve Vaughn Page:::[]:::1,040,770 Paid in Kindle Store (
40:::The Bible - The Holy Bible Formatted for Your eReader - Kindle edition:::['Religion & Spirituality']:::Visit Amazon's American Standard Page:::[]:::415,885 Paid in Kindle Store (
41:::Hunter&#39;s Choice (The Hunters) - Kindle edition:::['Literature & Fiction']:::Visit Amazon's Shiloh Walker Page:::[]:::19,050 Free in Kindle Store (
42::: Devil&#39;s Lair eBook:::['Science Fiction & Fantasy']:::Visit Amazon's David Wisehart Page:::[]:::189,929 Paid in Kindle Store (
43::: Legend of the White Dragon:::['Science Fiction & Fantasy']:::Visit Amazon's Melanie Nilles Page:::[]:::11,771 Free in Kindle Store (
44:::Colters&#39; Wife (Colters&#39; Legacy) - Kindle edition:::['Literature & Fiction']:::Visit Amazon's Maya Banks Page:::[]:::775,496 Paid in Kindle Store (
45:::Write Good or Die - Kindle edition:::['Reference']:::Visit Amazon's Scott Nicholson Page:::[]:::7,823 Free in Kindle Store (
46:::101 Tips for Traveling with a Vampire - Kindle edition:::['Literature & Fiction']:::Visit Amazon's Joleene Naylor Page:::[]:::3,944,821 Paid in Kindle Store (
47::: Sheltering Hearts (Virgin River Book 11) eBook:::['Kindle Store', 'Kindle Short Reads', 'Two hours or more (65-100 pages)']:::Visit Amazon's Robyn Carr Page:::[]:::6,065 Free in Kindle Store (
48:::Watching You: A Thrilling Short Story - Kindle edition:::['Romance']:::Visit Amazon's Gemma Halliday Page:::[]:::3,784 Free in Kindle Store (
49:::Maebelle&#39;s hat (Willy Series Book 2) - Kindle edition:::["Children's eBooks"]:::Visit Amazon's Rita Hestand Page:::[]:::1,675,529 Paid in Kindle Store (
50::: The Brave Japanese eBook:::['Biographies & Memoirs']:::Visit Amazon's Kenneth Harrison Page:::[]:::655,524 Paid in Kindle Store (
51::: Hero Found:::['Biographies & Memoirs']:::Visit Amazon's Bruce Henderson Page:::[]:::254,392 Paid in Kindle Store (
52:::Winter&#39;s Passage (The Iron Fey) - Kindle edition:::["Children's eBooks"]:::Visit Amazon's Julie Kagawa Page:::[]:::203,919 Paid in Kindle Store (
53::: Spinward Fringe Broadcast 3:::['Literature & Fiction']:::Visit Amazon's Randolph Lalonde Page:::[]:::172,205 Paid in Kindle Store (
54::: EA Solitaire:::['Humor & Entertainment', 'Activities, Puzzles & Games', 'Card Games', 'Solitaire', 'Kindle (5th Generation)', 'Kindle Keyboard', 'Kindle DX', 'Kindle (2nd Generation)', 'Kindle Touch']:::Electronic Arts Inc.:::[]:::234,032 Paid in Kindle Store (
55::: SCRABBLE:::['Humor & Entertainment', 'Activities, Puzzles & Games', 'Word Games', 'Kindle (5th Generation)', 'Kindle Keyboard', 'Kindle DX', 'Kindle (2nd Generation)', 'Kindle Paperwhite', 'Kindle Paperwhite (5th Generation)', 'Kindle Touch']:::Electronic Arts Inc.:::[]:::151,484 Paid in Kindle Store (
56::: Shuffled Row:::['Humor & Entertainment', 'Activities, Puzzles & Games', 'Word Games', 'Kindle (5th Generation)', 'Kindle Keyboard', 'Kindle DX', 'Kindle (2nd Generation)', 'Kindle Paperwhite', 'Kindle Paperwhite (5th Generation)', 'Kindle Touch']:::Amazon Digital Services:::[]:::14,531 Free in Kindle Store (
57::: Mine Sweeper:::['Humor & Entertainment', 'Activities, Puzzles & Games', 'Board Games', 'Kindle (5th Generation)', 'Kindle Keyboard', 'Kindle DX', 'Kindle (2nd Generation)']:::Amazon Digital Services:::[]:::9,629 Free in Kindle Store (
58:::Love in the Afternoon (Hathaways Book 5) - Kindle edition:::['Romance']:::Visit Amazon's Lisa Kleypas Page:::[]:::27,595 Paid in Kindle Store (
59:::Just Like That (The Bradfords Book 2) - Kindle edition:::['Romance']:::Visit Amazon's Erin Nicholas Page:::[]:::499,682 Paid in Kindle Store (
60:::Beneath a Buried House (Detective Elliot Mystery Book 2) - Kindle edition:::['Mystery, Thriller & Suspense']:::Visit Amazon's Bob Avey Page:::[]:::816,614 Paid in Kindle Store (
61:::Behold the Child - Kindle edition:::['Mystery, Thriller & Suspense']:::Visit Amazon's Harry Shannon Page:::[]:::24,479 Free in Kindle Store (
62:::First, Kill All The Lawyers (The Cleary Case Files Book 1) - Kindle edition:::['Mystery, Thriller & Suspense']:::Visit Amazon's Patricia Clark Page:::[]:::111,959 Paid in Kindle Store (
63:::Two Kill Again (The Cleary Case Files Book 2) - Kindle edition:::['Literature & Fiction']:::Visit Amazon's Patricia Clark Page:::[]:::399,090 Paid in Kindle Store (
64:::LIE LIKE A WOMAN: A Bree and Richard Matthews Mystery - Kindle edition:::['Mystery, Thriller & Suspense']:::Visit Amazon's April Campbell Jones Page:::[]:::1,660,585 Paid in Kindle Store (
65:::Reno&#39;s Chance: A Navy Seals Story (Tempting Navy SEALs Book 1) - Kindle edition:::['Romance']:::Visit Amazon's Lora Leigh Page:::[]:::172,345 Paid in Kindle Store (
66:::Dead(ish) - Kindle edition:::['Literature & Fiction']:::Visit Amazon's Naomi Kramer Page:::[]:::19,648 Free in Kindle Store (
67:::Dixie Rebel (Carolina Magnolia Series Book 1) - Kindle edition:::['Romance']:::Visit Amazon's Patricia Rice Page:::[]:::770,111 Paid in Kindle Store (
68:::Bootscootin&#39; Blahniks (The Bootscootin&#39; Books Book 1) - Kindle edition:::['Literature & Fiction']:::Visit Amazon's D. D. Scott Page:::[]:::1,312,814 Paid in Kindle Store (
69::: Inherited Danger (The Dawning of Power trilogy Book 2) eBook:::['Literature & Fiction']:::Visit Amazon's Brian Rathbone Page:::[]:::6,604 Free in Kindle Store (
70::: Valhalla:::['Science Fiction & Fantasy']:::Visit Amazon's Mandy M. Roth Page:::[]:::1,259,348 Paid in Kindle Store (
71:::Outta the Bag (Me, Myself and Why? Prequel) (Cadence Jones series) - Kindle edition:::['Literature & Fiction']:::Visit Amazon's MaryJanice Davidson Page:::[]:::11,587 Free in Kindle Store (
72:::What Wild Moonlight - Kindle edition:::['Romance']:::Visit Amazon's Victoria Lynne Page:::[]:::669,842 Paid in Kindle Store (
73:::SMART SCHOOL TIME RECIPES: The Breakfast, Snack, and Lunchbox Cookbook for Healthy Kids and Adults - Kindle edition:::['Cookbooks, Food & Wine']:::Alisa Marie Fleming:::[]:::7,403 Free in Kindle Store (
74:::Pricks and Pragmatism - Kindle edition:::['Literature & Fiction']:::Visit Amazon's J.L. Merrow Page:::[]:::782,069 Paid in Kindle Store (
75:::Forgotten Soul (Soul Searchers Series Book 1) - Kindle edition:::['Literature & Fiction']:::Visit Amazon's Sandra Edwards Page:::[]:::976,450 Paid in Kindle Store (
76:::Disembodied Bones (Lake People Book 2) - Kindle edition:::['Literature & Fiction']:::Visit Amazon's C.L. Bevill Page:::[]:::192,228 Paid in Kindle Store (
77:::Jimmie Barnes - Kindle edition:::['Literature & Fiction']:::Visit Amazon's Barry C. Davis Page:::[]:::331,409 Paid in Kindle Store (
78:::Wild Irish Ride: A Southern Steam Novel (Weldon Brothers Book 1) - Kindle edition:::['Romance']:::Jennifer Saints:::[]:::13,756 Free in Kindle Store (
79:::Smooth Irish Seduction: A Southern Steam Novel (Weldon Brothers Book 2) - Kindle edition:::['Romance']:::Jennifer Saints:::[]:::441,097 Paid in Kindle Store (
80::: The New World:::['Teen & Young Adult']:::Visit Amazon's Patrick Ness Page:::[]:::16,442 Free in Kindle Store (
81:::A Stranger in the Family (Bardville, Wyoming Trilogy, Book 1) - Kindle edition:::['Literature & Fiction']:::Visit Amazon's Patricia McLinn Page:::[]:::464,748 Paid in Kindle Store (
82:::Widow Woman - Kindle edition:::['Literature & Fiction']:::Visit Amazon's Patricia McLinn Page:::[]:::114,784 Paid in Kindle Store (
83:::Bad Apple 1: Sweet Cider - Kindle edition:::["Children's eBooks"]:::Visit Amazon's Barbara Morgenroth Page:::[]:::1,546,252 Paid in Kindle Store (
84:::Her Fallen Angel (Her Angel Romance Series Book 2) - Kindle edition:::['Romance']:::Visit Amazon's Felicity Heaton Page:::[]:::463,337 Paid in Kindle Store (
85:::Jimmy: Red, Hot, &amp; Blue - Kindle edition:::['Romance']:::Visit Amazon's Cat Johnson Page:::[]:::607,704 Paid in Kindle Store (
86::: Glamour (Rae Wilder Book 1) eBook:::['Teen & Young Adult']:::Visit Amazon's Penelope Fletcher Page:::[]:::13,814 Free in Kindle Store (
87:::The Wolf Ring (The Wolf Ring Series Book 1) - Kindle edition:::['Literature & Fiction']:::Visit Amazon's Meg Harris Page:::[]:::1,071,443 Paid in Kindle Store (
88:::Curse of the Kingsmans - Kindle edition:::['Literature & Fiction']:::Visit Amazon's Ethan Somerville Page:::[]:::4,951 Free in Kindle Store (
89:::A Hood Chick&#39;s Story pt. 2 - Kindle edition:::['Literature & Fiction']:::Visit Amazon's LaShonda DeVaughn Page:::[]:::309,799 Paid in Kindle Store (
90:::Storming the Castle: An Original Short Story with Bonus Content (Fairy Tales) - Kindle edition:::['Romance']:::Visit Amazon's Eloisa James Page:::[]:::138,476 Paid in Kindle Store (
91:::Zane&#39;s Tale: A Succubus Diaries Short (The Succubus Diaries) - Kindle edition:::['Literature & Fiction']:::Visit Amazon's Jill Myles Page:::[]:::279,628 Paid in Kindle Store (
92::: Aiden&#39;s Game:::['Literature & Fiction']:::Visit Amazon's Sienna Mynx Page:::[]:::497,103 Paid in Kindle Store (
93:::In the Garden of Temptation (The Garden Series Book 1) - Kindle edition:::['Literature & Fiction']:::Visit Amazon's Cynthia Wicklund Page:::[]:::5,224 Free in Kindle Store (
94::: The Greek Way eBook:::['History', '</span>']:::Visit Amazon's Edith Hamilton Page:::[]:::73,149 Paid in Kindle Store (
95:::Vampire for Christmas - Kindle edition:::['Romance']:::Visit Amazon's Felicity Heaton Page:::[]:::10,117 Free in Kindle Store (
96::: Black Moon eBook:::['Science Fiction & Fantasy']:::Visit Amazon's C.L.  Bevill Page:::[]:::29,930 Free in Kindle Store (
97::: Reaper (Soul Screamers) eBook:::["Children's eBooks"]:::Visit Amazon's Rachel Vincent Page:::[]:::839,070 Paid in Kindle Store (
98:::Slow Ride (Rough Riders series) - Kindle edition:::['Literature & Fiction']:::Visit Amazon's Lorelei James Page:::[]:::2,095,687 Paid in Kindle Store (
99:::Widow&#39;s Row - Kindle edition:::['Romance']:::Visit Amazon's Lala Corriere Page:::[]:::1,246,636 Paid in Kindle Store (
100::: The You I&#39;ve Always Dreamed Of (Finding Family Book 3) eBook:::['Literature & Fiction']:::Visit Amazon's Alison Kent Page:::[]:::422,855 Paid in Kindle Store (
101:::THE ACCIDENTAL HERO - Kindle edition:::['Religion & Spirituality']:::Visit Amazon's Joshua Graham Page:::[]:::6,691 Free in Kindle Store (
102:::In the Garden of Seduction (The Garden Series Book 2) - Kindle edition:::['Literature & Fiction']:::Visit Amazon's Cynthia Wicklund Page:::[]:::557,156 Paid in Kindle Store (
103::: Video Poker:::['Humor & Entertainment', 'Activities, Puzzles & Games', 'Card Games', 'Poker', 'Kindle (5th Generation)', 'Kindle Keyboard', 'Kindle DX', 'Kindle (2nd Generation)', 'Kindle Paperwhite', 'Kindle Paperwhite (5th Generation)', 'Kindle Touch']:::Amazon Digital Services:::[]:::15,780 Free in Kindle Store (
104:::Her Warrior Angel (Her Angel Romance Series Book 3) - Kindle edition:::['Romance']:::Visit Amazon's Felicity Heaton Page:::[]:::531,559 Paid in Kindle Store (
105:::RIPTIDE (Jake Lassiter Legal Thrillers Book 5) - Kindle edition:::['Literature & Fiction']:::Visit Amazon's Paul Levine Page:::[]:::54,055 Paid in Kindle Store (
106:::Mortal Pursuit - Kindle edition:::['Mystery, Thriller & Suspense']:::Visit Amazon's Michael Prescott Page:::[]:::377,688 Paid in Kindle Store (
107:::Squidge: Little Elf, Big Trouble - Kindle edition:::["Children's eBooks"]:::Visit Amazon's Andrew Thomas Page:::[]:::900,625 Paid in Kindle Store (
108:::True North - Kindle edition:::['Literature & Fiction']:::Visit Amazon's Marie Force Page:::[]:::18,587 Paid in Kindle Store (
109:::Ride (Studs in Spurs Book 3) - Kindle edition:::['Romance']:::Visit Amazon's Cat Johnson Page:::[]:::598,172 Paid in Kindle Store (
110::: Entice (Need Book 3) eBook:::["Children's eBooks"]:::Visit Amazon's Carrie Jones Page:::[]:::450,966 Paid in Kindle Store (
111::: Mahjong Solitaire:::['Humor & Entertainment', 'Activities, Puzzles & Games', 'Kindle (5th Generation)', 'Kindle Keyboard', 'Kindle DX', 'Kindle (2nd Generation)', 'Kindle Paperwhite', 'Kindle Paperwhite (5th Generation)', 'Kindle Touch']:::Mobigloo:::[]:::233,073 Paid in Kindle Store (
112::: Blackjack:::['Humor & Entertainment', 'Activities, Puzzles & Games', 'Card Games', 'Gambling', 'Kindle (5th Generation)', 'Kindle Keyboard', 'Kindle DX', 'Kindle (2nd Generation)', 'Kindle Paperwhite', 'Kindle Paperwhite (5th Generation)', 'Kindle Touch']:::Amazon Digital Services:::[]:::9,855 Free in Kindle Store (
113::: A Brush with the Moon (Foxblood Trilogy One) (Fosswell Chronicles Book 1) eBook:::['Teen & Young Adult']:::Visit Amazon's Raquel Lyon Page:::[]:::3,578 Free in Kindle Store (
114:::Blind Heat - Kindle edition:::['Literature & Fiction']:::Visit Amazon's Delta Dupree Page:::[]:::29,263 Free in Kindle Store (
115::: Forever Neverland eBook:::['Teen & Young Adult']:::Visit Amazon's Heather Killough-Walden Page:::[]:::295,407 Paid in Kindle Store (
116::: Vampire Love Story eBook:::['Romance']:::Visit Amazon's H.T. Night Page:::[]:::9,567 Paid in Kindle Store (
117:::Three to Ride [Nights in Bliss, Colorado 1] (Siren Publishing Menage Amour) - Kindle edition:::['Literature & Fiction']:::Visit Amazon's Sophie Oak Page:::[]:::511,823 Paid in Kindle Store (
118::: Thirst (Ava Delaney Book 1) eBook:::['Science Fiction & Fantasy']:::Visit Amazon's Claire Farrell Page:::[]:::2,938 Free in Kindle Store (
119:::Morgan&#39;s Surprise (Powertools Book 2) - Kindle edition:::['Literature & Fiction']:::Visit Amazon's Jayne Rylon Page:::[]:::576,917 Paid in Kindle Store (
120::: Amber Moon (Moon Trilogy Part II) eBook:::['Science Fiction & Fantasy']:::Visit Amazon's C.L. Bevill Page:::[]:::32,579 Free in Kindle Store (
121::: Evergreen A Christmas Tale eBook:::['Parenting & Relationships']:::Visit Amazon's Richard Taylor Page:::[]:::5,889 Free in Kindle Store (
122::: Slingo:::['Humor & Entertainment', 'Activities, Puzzles & Games', 'Video & Electronic Games', 'Kindle (5th Generation)', 'Kindle Keyboard', 'Kindle DX', 'Kindle (2nd Generation)', 'Kindle Paperwhite', 'Kindle Paperwhite (5th Generation)', 'Kindle Touch']:::Gameblend Studios:::[]:::272,349 Paid in Kindle Store (
123::: Word Search:::['Humor & Entertainment', 'Activities, Puzzles & Games', 'Word Games', 'Kindle (5th Generation)', 'Kindle Keyboard', 'Kindle DX', 'Kindle (2nd Generation)', 'Kindle Paperwhite', 'Kindle Paperwhite (5th Generation)', 'Kindle Touch']:::Oak Games Ltd:::[]:::230,620 Paid in Kindle Store (
124:::The Wedding Duel (The Dueling Pistols Series Book 1) - Kindle edition:::['Romance']:::Visit Amazon's Katy Madison Page:::[]:::4,200 Free in Kindle Store (
125:::The Billionaire&#39;s Runaway Bride - Kindle edition:::['Literature & Fiction']:::Visit Amazon's Elizabeth Lennox Page:::[]:::319,938 Paid in Kindle Store (
126:::Lily&#39;s Cowboys: Fantasy Romance (Heaven Sent Book 1) - Kindle edition:::['Romance']:::Visit Amazon's S.E. Smith Page:::[]:::304,791 Paid in Kindle Store (
127::: Smallworld:::['Literature & Fiction']:::Visit Amazon's Dominic Green Page:::[]:::21,210 Free in Kindle Store (
128:::The Nightmare Within - Kindle edition:::['Mystery, Thriller & Suspense']:::Visit Amazon's Glen Krisch Page:::[]:::1,140,758 Paid in Kindle Store (
129:::Silver Moon (Moon Trilogy Part III) - Kindle edition:::['Romance']:::Visit Amazon's C.L. Bevill Page:::[]:::27,366 Free in Kindle Store (
130:::A Vampire&#39;s Salvation - Kindle edition:::['Romance']:::Visit Amazon's Virna DePaul Page:::[]:::724,489 Paid in Kindle Store (
131::: Jade (The Book of Deacon series) eBook:::['Science Fiction & Fantasy']:::Visit Amazon's Joseph Lallo Page:::[]:::471,429 Paid in Kindle Store (
132::: The Secret Apocalypse:::['Science Fiction & Fantasy']:::J. L. Harden:::[]:::35,381 Paid in Kindle Store (
133::: Frozen Prospects:::['Teen & Young Adult']:::Visit Amazon's Dean Murray Page:::[]:::21,374 Free in Kindle Store (
134:::Dance of Souls (Best Intentions) (Best Intentions Series Book 2) - Kindle edition:::['Romance']:::Visit Amazon's Mandy M. Roth Page:::[]:::828,674 Paid in Kindle Store (
135:::ROPED (Purgatory Club Series Book 1) - Kindle edition:::['Literature & Fiction']:::Visit Amazon's E.M. Gayle Page:::[]:::7,531 Free in Kindle Store (
136:::Save the Date - Kindle edition:::['Religion & Spirituality']:::Visit Amazon's Jenny B. Jones Page:::[]:::165,750 Paid in Kindle Store (
137:::The Rebel (The Highlander Series Book 0) - Kindle edition:::['Literature & Fiction']:::Visit Amazon's Julianne MacLean Page:::[]:::155,289 Paid in Kindle Store (
138:::FeMALE TRAITS III (FeMALE TRAITS &quot;The Trilogy&quot; Book 3) - Kindle edition:::['Literature & Fiction']:::Visit Amazon's Lurea C. McFadden Page:::[]:::710,723 Paid in Kindle Store (
139::: Ice Cracker II (and other short stories) (The Emperor&#39;s Edge) eBook:::['Science Fiction & Fantasy']:::Visit Amazon's Lindsay Buroker Page:::[]:::57,580 Paid in Kindle Store (
140:::A Work in Progress: A New Adult Contemporary Christian Romance Novel (The Faith Series, Book 1) - Kindle edition:::['Religion & Spirituality']:::Visit Amazon's Staci Stallings Page:::[]:::3,441 Free in Kindle Store (
141::: Re:::['Science Fiction & Fantasy']:::Visit Amazon's Eric Liu Page:::[]:::2,099,814 Paid in Kindle Store (
142::: High Heels Mysteries Boxed Set (Books 1-5) eBook:::['Literature & Fiction']:::Visit Amazon's Gemma Halliday Page:::[]:::1,453,247 Paid in Kindle Store (
143:::Eternity Embraced (Demonica series) - Kindle edition:::['Romance']:::Visit Amazon's Larissa Ione Page:::[]:::275,822 Paid in Kindle Store (
144:::The Rake and the Recluse (a time travel romance) - Kindle edition:::['Romance']:::Visit Amazon's Jenn LeBlanc Page:::[]:::1,532,463 Paid in Kindle Store (
145:::The Color of Heaven (The Color of Heaven Series Book 1) - Kindle edition:::['Literature & Fiction']:::Visit Amazon's Julianne MacLean Page:::[]:::953 Paid in Kindle Store (
146:::A Walk in the Snark - Kindle edition:::['Humor & Entertainment']:::Visit Amazon's Rachel Thompson Page:::[]:::1,021,160 Paid in Kindle Store (
147:::War and Peace:::['Literature & Fiction']:::Visit Amazon's Leo Tolstoy Page:::[]:::501,064 Paid in Kindle Store (
148:::A Scandalous Charade (Scandalous Series Book 2) - Kindle edition:::['Romance']:::Visit Amazon's Ava Stone Page:::[]:::221,454 Paid in Kindle Store (
149:::No Time Left (Kindle Single) - Kindle edition:::['Literature & Fiction']:::Visit Amazon's David Baldacci Page:::[]:::43,613 Paid in Kindle Store (
150:::Safe With Me: The Beginning - Kindle edition:::['Literature & Fiction']:::Visit Amazon's Shaina Richmond Page:::[]:::28,575 Free in Kindle Store (
151:::Alpha Wolf (The Westervelt Wolves Book 5) - Kindle edition:::['Romance']:::Visit Amazon's Rebecca Royce Page:::[]:::895,008 Paid in Kindle Store (
152::: Notepad:::['Reference', 'Writing, Research & Publishing Guides', 'Kindle (5th Generation)', 'Kindle Keyboard', 'Kindle DX', 'Kindle (2nd Generation)', 'Kindle Touch']:::7 Dragons:::[]:::416,617 Paid in Kindle Store (
153:::The Abbey (Ash Rashid Book 1) - Kindle edition:::['Mystery, Thriller & Suspense']:::Visit Amazon's Chris Culver Page:::[]:::100,013 Paid in Kindle Store (
154:::A Night Of Secrets (The Night Series Book 1) - Kindle edition:::['Romance']:::Visit Amazon's Lori Brighton Page:::[]:::390,998 Paid in Kindle Store (
155:::The Undertaker: Pete and Sandy Murder Mystery 1 (A Pete and Sandy Suspense Thriller) - Kindle edition:::['Literature & Fiction']:::Visit Amazon's William F. Brown Page:::[]:::349,336 Paid in Kindle Store (
156:::The Billionaire&#39;s Revenge - Kindle edition:::['Literature & Fiction']:::Visit Amazon's Nadia Lee Page:::[]:::13,562 Paid in Kindle Store (
157:::The Guilt Free 3: Three Dishes Under 300 Calories - Kindle edition:::['Health, Fitness & Dieting']:::Visit Amazon's Lisa Lillien Page:::[]:::13,268 Free in Kindle Store (
158:::Historical Indian Western Romance, Dark Warrior: To Tame a Wild Hawk (Alpha Male Romance): Cowgirls Love Cowboys Romance Novel (Dark Cloth Book 1) - Kindle edition:::['Romance']:::Visit Amazon's Lenore Wolfe Page:::[]:::196,276 Paid in Kindle Store (
159:::Lawyers, Guns and Money - Kindle edition:::['Mystery, Thriller & Suspense']:::Visit Amazon's J.D.  Rhoades Page:::[]:::48,321 Paid in Kindle Store (
160:::The Price of Innocence (Book One The Legacy Series) - Kindle edition:::['Literature & Fiction']:::Visit Amazon's Vicki Hopkins Page:::[]:::15,262 Free in Kindle Store (
161:::Come Unto These Yellow Sands - Kindle edition:::['Literature & Fiction']:::Visit Amazon's Josh Lanyon Page:::[]:::723,731 Paid in Kindle Store (
162::: All Revved Up (The Dangerous Series Book 1) eBook:::['Literature & Fiction']:::Visit Amazon's Sylvia Day Page:::[]:::[]
