317705:::2672,2679,2670,4736,7397:::10669:::2672,2679,2670,4736,7397
106334:::463,4209,11695,13645,2238:::10722:::2238
166426:::13570,2669,2668,2672,2670:::7397:::2669,2668,2672,2670
166428:::9470,14208,7965,5580,7767:::7869:::7767
149230:::6486,3673,13769,8213,2670:::7397:::2670
57706:::11326,860,5909,14118,3521:::3388:::3521
43049:::7550,5929,10961,14022,3434:::3435:::3434
53129:::6894,5170,5877,2189,2138:::10549:::2189,2138
346051:::13207,1024,13790,7795,7845:::9188:::7795,7845
46631:::6795,6150,8200,7894,7795:::7845:::7894,7795
193777:::4350,13589,2866,14031,7795:::7845:::7795
84272:::846,9601,6364,4891,9979:::9979:::9979
5091:::1761,7628,9397,12544,9807:::9815:::9807
355755:::11573,5320,3976,9979,9979:::10019:::9979,9979
241956:::11313,7463,9421,4506,518:::648:::518
272831:::5525,800,2986,2021,518:::648:::518
344638:::327,7015,10817,518,648:::520:::518,648
110977:::8134,12022,2161,7821,714:::717:::714
181215:::8768,518,648,519,520:::521:::518,648,519,520
44712:::8260,14542,9854,12687,2510:::10740:::2510
193109:::4731,11563,9505,2529,6940:::10740:::2529,6940
298427:::229,5254,11958,6333,2749:::2753:::2749
120572:::6963,712,9947,213,1140:::1462:::1140
103772:::8140,11040,2700,3248,2809:::2878:::2809
152975:::764,4415,8598,2719,2808:::2809:::2808
186174:::7658,4628,8648,3917,4863:::6335:::3917,4863
312279:::1510,1692,7254,10042,3917:::3922:::3917
62030:::8929,9133,4577,13229,3917:::6335:::3917
134718:::3200,8532,1111,10412,3917:::3922:::3917
328102:::10717,7144,8476,5841,8746:::8746:::8746
254780:::2521,8081,2205,3187,5620:::6421:::5620
51660:::3468,3954,616,4006,5620:::6421:::5620
139823:::3411,1204,6614,424,965:::5380:::965
200505:::11450,4775,2661,5552,8444:::8456:::2661,5552,8444
267604:::3047,4984,1847,4630,8580:::8580:::8580
339197:::10993,10536,13465,5322,8444:::8456:::8444
175194:::3474,8444,8456,8424,8536:::9013:::8444,8456,8424,8536
88494:::8446,426,8444,8456,6485:::8329:::8444,8456,6485
323434:::7121,6401,9183,3096,3079:::6901:::3079
246996:::6392,1263,8142,5041,3079:::5917:::5041,3079
179678:::14229,698,4699,2282,3079:::6901:::3079
142818:::7793,11981,11805,3079,6547:::7327:::3079,6547
333973:::5784,5944,3496,6400,12266:::12511:::12266
98451:::774,1733,8332,12404,10013:::10013:::12404,10013
86013:::13594,14503,12338,1555,12534:::12735:::12534
190187:::9713,10887,5323,12061,12266:::12511:::12266
349212:::1357,12788,10957,3375,1535:::5360:::1535
302611:::6297,2946,6862,2067,12266:::12511:::12266
81922:::2399,3590,7498,7049,3900:::3902:::3900
167034:::3291,10835,6631,977,3900:::3902:::3900
26640:::924,2486,1875,10259,10259:::10473:::10259,10259
205933:::3853,12858,7067,5595,6285:::6286:::6285
13344:::11004,2344,1465,11064,6285:::6286:::6285
126358:::1059,1808,4091,10661,10764:::11347:::10661,10764
348644:::4720,3842,2050,9132,10661:::10764:::10661
246263:::12987,14,12862,14499,10661:::10764:::10661
277583:::9908,12574,10500,14084,10661:::10764:::10661
39655:::9874,4741,5733,5136,12534:::12735:::12534
38262:::11309,54,13115,5744,2718:::2784:::2718
100963:::5336,7287,3412,4354,4974:::5168:::3412,4354,4974
340792:::14092,1715,12017,4287,7386:::6650:::4287,7386
311672:::9771,12216,8750,3256,3724:::7327:::3724
358493:::6539,10403,11115,1157,7149:::6833:::7149
247675:::3141,3365,4287,5490,6650:::7386:::4287,5490,6650
348396:::11835,5870,7003,12748,4287:::7386:::4287
215825:::7879,4642,10707,9058,4287:::5490:::4287
257512:::12782,10047,10047,10047,10047:::9781:::10047,10047,10047,10047
273603:::3157,5989,3015,1652,13845:::14332:::13845
43751:::2235,10151,10151,10026,10026:::10288:::10151,10151,10026,10026
304950:::11706,1662,4432,1987,10174:::10288:::10174
321833:::4064,8350,7166,4804,4807:::4806:::4064,8350,7166,4804,4807
321832:::8511,4064,8350,7166,4804:::4807:::4064,8350,7166,4804
99821:::4399,6715,8290,4064,8350:::1131:::4399,6715,8290,4064,8350
147552:::12984,4064,4443,4683,4807:::4806:::4064,4443,4683,4807
303785:::9073,14158,542,622,2496:::5552:::542,622,2496
29994:::1956,10916,1982,4064,8350:::4683:::4064,8350
275831:::88,1534,2676,2550,2485:::2551:::2676,2550,2485
221082:::13744,1856,10147,1654,2204:::5147:::2204
196282:::12573,7225,13719,6362,7479:::8077:::7479
156620:::6806,3436,3932,71,2678:::4736:::2678
271331:::13233,6836,2669,2668,2678:::2679:::2669,2668,2678
163024:::2125,13156,13881,1374,2678:::2672:::2678
336332:::2862,8784,10669,2678,4727:::4736:::10669,2678,4727
10621:::4361,9314,878,10455,3952:::3951:::3952
316061:::11056,8907,11704,3081,2747:::2746:::2747
346556:::14337,5085,5103,9789,1270:::1351:::1270
312931:::8969,12850,10844,2747,2746:::2745:::2747,2746
357318:::737,6926,1076,14191,2907:::9419:::2907
322016:::13094,13118,2523,10913,2559:::11754:::2559
18762:::776,9010,3644,2319,5187:::9791:::2319,5187
164192:::13588,1028,7357,9475,2907:::9419:::2907
323332:::3111,6566,9329,11770,7795:::7845:::7795
279539:::7198,701,1384,10128,10128:::10525:::1384,10128,10128
85493:::11491,512,3412,11063,6643:::7689:::6643
205589:::584,2559,14014,10549,10128:::1257:::10128
146645:::8607,1257,1296,1384,10128:::10128:::1257,1296,1384,10128
86576:::1616,11697,832,1384,10128:::10128:::1384,10128
68083:::13721,6747,1384,10128,10128:::10525:::1384,10128,10128
217205:::13061,1257,1296,1384,10128:::10128:::1257,1296,1384,10128
127995:::7023,11147,1703,1431,2426:::2425:::2426
295715:::713,3539,2495,10757,3917:::6335:::3917
341419:::13155,10551,2228,12814,2426:::2425:::2426
71554:::11566,10836,9564,2387,2426:::2425:::2387,2426
172273:::4948,5977,2426,2387,2476:::2413:::2426,2387,2476
224617:::1502,14007,39,9509,10169:::10169:::10169
308620:::9895,11621,8516,12434,1354:::1678:::1354
287777:::9779,10877,9841,1657,5072:::10760:::5072
247651:::6120,10616,12127,4657,3512:::3513:::3512
75153:::13657,2407,6945,10767,3513:::3855:::2407,6945,10767,3513
68640:::8823,12511,2848,2861,2874:::2909:::2848,2861,2874
40655:::1587,8042,13144,6103,70:::679:::70
172290:::12360,6904,10868,2904,792:::1099:::792
358442:::1716,10770,10127,1194,70:::680:::70
159823:::3794,9402,6287,2225,70:::680:::70
109291:::10349,13831,6820,12869,1501:::1502:::1501
49002:::12509,10627,1252,1284,1520:::1990:::1252,1284,1520
22442:::4382,5536,11078,2892,1411:::1502:::1411
17136:::3855,1674,11941,11678,1501:::1502:::1501
92720:::13773,865,11319,8451,1005:::1231:::1005
195061:::12196,3539,9864,9864,3537:::10728:::3539,9864,9864,3537
2816:::13259,2930,12639,9145,2301:::7999:::2301
2582:::14431,4081,5475,9864,9864:::3576:::5475,9864,9864
339067:::8334,10716,2993,3539,3547:::9864:::3539,3547
128652:::12648,7962,3539,3536,9056:::9864:::3539,3536,9056
248284:::10955,86,7711,9864,9864:::3547:::9864,9864
80707:::2553,4534,4882,3539,9864:::9864:::4882,3539,9864
353775:::10451,7035,14169,625,623:::544:::625,623
148259:::6823,11424,1446,5363,1857:::8240:::1857
272705:::7265,7600,238,1830,768:::767:::768
118429:::623,11694,5779,5983,2059:::2083:::2059
103186:::5249,12752,636,768,767:::5015:::636,768,767
149964:::601,765,768,766,784:::767:::601,765,768,766,784
346215:::3905,11475,8983,11386,1212:::1173:::1212
211612:::10476,13729,234,5705,2485:::2550:::2485
219276:::10634,2049,4411,8920,2485:::500:::2485
27450:::2552,2485,2550,2566,2551:::2676:::2552,2485,2550,2566,2551
47695:::5092,11046,2485,2802,9297:::2550:::2485,2802,9297
214250:::8445,6889,6549,11539,3382:::4395:::3382
229960:::8185,1051,13084,3088,3445:::3444:::3445
177347:::3006,5720,3751,5392,1985:::2109:::1985
361748:::11436,12077,8001,1917,3445:::3446:::3445
157682:::6487,1201,5884,8351,3445:::3444:::3445
171093:::6154,1680,3211,4214,3445:::3444:::3445
337732:::1469,11345,1984,6033,792:::776:::792
353701:::1539,2307,2308,2654,2668:::2671:::2307,2308,2654,2668
208334:::4901,8315,6433,2307,2308:::2678:::2307,2308
192723:::6168,2307,2308,2654,2669:::2668:::2307,2308,2654,2669
339790:::13652,11987,5445,6026,2307:::2308:::2307
28810:::5721,1034,2307,2307,2308:::2308:::2307,2307,2308
228549:::5458,9924,2672,2307,2308:::2672:::2672,2307,2308
347208:::13171,2204,2234,2258,2350:::2324:::2204,2234,2258,2350
219716:::4703,5179,11517,4704,11750:::12964:::11750
299193:::7716,13736,2552,5260,9386:::10290:::5260,9386
160650:::3408,5410,1823,5260,10290:::10290:::1823,5260,10290
294740:::3945,11473,7797,24,5260:::10290:::24,5260
131800:::3632,13907,5115,5260,10290:::10290:::5260,10290
189032:::12724,2666,3226,7595,5260:::10290:::5260
260472:::7903,12926,5260,10290,10290:::5861:::5260,10290,10290
221691:::5421,7800,10264,7323,5260:::10290:::5260
75284:::7590,13230,5260,10290,10290:::1611:::5260,10290,10290
174709:::9238,10039,8690,2119,2576:::5596:::2576
175533:::3820,12686,940,10248,10248:::10054:::10248,10248
119534:::2639,11406,12943,8344,2576:::5596:::2576
225023:::13239,12067,9556,2299,2337:::5579:::2299,2337
251888:::6318,8974,1036,2280,2299:::5579:::2280,2299
41317:::6034,7632,11375,2299,3105:::2563:::2299,3105
190351:::10366,2210,2757,2299,5579:::2403:::2299,5579
105386:::4395,10107,3802,10048,2144:::14543:::2144
342730:::13378,3215,4862,3134,2144:::14543:::2144
49317:::9636,9734,806,12291,2144:::14543:::2144
90484:::14210,5065,12582,3143,5163:::606:::5163
266755:::10013,7330,422,2964,2144:::14543:::2144
277684:::2597,12644,5457,10202,2144:::14543:::2144
11841:::10909,13133,2643,5338,2144:::2151:::2144
116047:::2819,1549,9114,8589,777:::627:::777
298292:::9930,10766,328,329,5834:::330:::328,329,5834
204474:::3884,10723,6791,3892,329:::5834:::329
108135:::1265,1467,1761,2559,2642:::3850:::1265,1467,1761,2559,2642
244869:::370,2560,2559,2558,2557:::2568:::2560,2559,2558,2557
127274:::10085,7988,5095,2228,3405:::2558:::2228,3405
209646:::12190,11011,12954,2204,2234:::2258:::2204,2234
670:::7226,8287,2397,11133,2718:::2784:::2718
66663:::9627,11508,12971,3234,2234:::2350:::2234
204388:::11482,268,1384,10128,10128:::10525:::1384,10128,10128
95847:::8174,11781,12553,10274,1351:::1468:::1351
53378:::6639,1257,1296,1384,10128:::10128:::1257,1296,1384,10128
329149:::3790,9053,10449,13119,4437:::5813:::4437
43590:::3797,12992,1257,1296,1384:::10128:::1257,1296,1384
217781:::10165,7075,11765,1384,10128:::10128:::1384,10128
22005:::11662,1484,6719,6734,990:::5568:::6734,990
45569:::8404,4957,8000,990,5568:::4967:::990,5568
356628:::1164,3040,7618,5296,7928:::8316:::7928
291150:::8270,1181,7600,990,5568:::1590:::7600,990,5568
217383:::7145,8922,5082,1571,4725:::9606:::4725
135757:::11413,8112,7862,5748,13100:::13240:::13100
216895:::6108,13946,2039,3782,6948:::10854:::6948
315713:::5873,11505,4170,9408,13100:::13240:::13100
75044:::6348,1274,2358,2676,2674:::2677:::1274,2358,2676,2674
53271:::2468,2923,3937,2940,2735:::2729:::2735
194156:::10628,5446,3392,11815,1500:::1688:::1500
319763:::8759,11510,7092,164,7479:::2671:::164,7479
11824:::11261,10688,93,11581,6857:::6979:::6857
308267:::13206,11687,10020,6509,1123:::1213:::6509,1123
195563:::11654,62,10693,7640,164:::2258:::164
199260:::5518,7441,10946,1212,1173:::1356:::1212,1173
42035:::888,3891,375,4252,11598:::1284:::11598
199262:::2184,13164,1212,1356,3434:::3435:::1212,1356,3434
194494:::8964,7773,923,2197,2219:::2218:::2197,2219
130387:::6254,9229,6872,4255,2219:::2218:::2219
340502:::12801,11371,2219,2218,2197:::2206:::2219,2218,2197
268286:::10823,5326,13005,2214,2219:::2218:::2219
187691:::5386,2219,2218,2206,2236:::5351:::5386,2219,2218,2206,2236
42604:::1230,3805,12134,12600,2219:::2218:::2219
263929:::7179,10637,4951,1512,2350:::2324:::2350
193429:::3919,2429,7608,12591,6036:::7969:::6036
219567:::7013,3754,1687,8481,3438:::3440:::3438
54872:::8100,668,14063,3452,3437:::10521:::3452,3437
297791:::10178,13734,10189,12866,4394:::72:::4394
86195:::6119,13848,2151,3163,329:::5834:::329
327928:::3640,326,11283,1081,2550:::3440:::2550
310314:::3142,5314,6428,4288,8828:::9565:::4288,8828
121246:::13203,10286,10631,3258,379:::382:::379
281237:::8461,10195,3499,13543,8828:::9565:::8828
338002:::13422,6408,5256,2071,4995:::1262:::4995
251820:::4052,2501,1262,1781,1781:::6041:::1781,1781
213518:::10386,3812,1743,10108,1781:::6041:::1781
233715:::7177,13998,921,11673,1781:::6041:::1781
296974:::13493,12589,14081,9863,9863:::1173:::9863,9863
62119:::13404,4967,10517,6750,401:::7217:::401
107139:::11492,12549,11079,2187,2238:::10722:::2187,2238
282936:::4169,10259,7956,6048,2238:::10722:::2238
56803:::8346,9575,6016,2593,2238:::10722:::2238
31171:::7492,8144,1064,10581,2238:::10722:::2238
99675:::8078,10553,3457,4607,4681:::226:::4607,4681
211687:::3428,5383,413,3433,4607:::4681:::4607
66449:::10660,3741,2805,2993,4607:::4681:::2993,4607
101932:::14296,10065,2081,4295,4607:::4681:::4607
170184:::4056,7134,2242,9540,8008:::2633:::8008
85884:::8418,6267,6202,4607,4681:::4607:::4607,4681
95271:::3339,6417,6510,9214,1173:::1253:::1173
39330:::1057,8808,4826,2411,6919:::4826:::4826,2411,6919
120264:::5096,10626,12690,1188,2214:::4826:::1188,2214
336998:::6231,11355,2968,13758,1188:::4826:::1188
317055:::9439,6938,2864,3694,4223:::7651:::4223
317053:::5862,8769,11866,9568,1188:::4826:::1188
11339:::2683,11728,2407,2573,2784:::4002:::2407,2573,2784
261903:::1564,2169,5502,2407,6945:::7091:::2407,6945
230261:::10608,3120,14426,4187,2407:::6945:::2407
53459:::3206,10767,2565,2564,2407:::6945:::3206,10767,2565,2564,2407
267181:::3966,3109,12315,183,2407:::6945:::183,2407
64600:::4036,7248,2407,6945,162:::2568:::2407,6945,162
109657:::12051,8156,12156,7845,7013:::7018:::7013
6351:::9518,10982,10192,3898,11568:::10891:::11568
238698:::1884,6928,1785,7560,7013:::7018:::7013
202113:::1042,10816,12165,5752,7013:::7018:::7013
109517:::3785,13451,9106,2293,1188:::4826:::1188
322443:::3654,4019,2689,1395,1130:::6493:::1130
90074:::1329,1385,1154,1130,1259:::1167:::1329,1385,1154,1130,1259
22062:::14267,4355,12567,1154,1130:::1235:::1154,1130
182622:::10225,5021,6494,1130,6493:::1154:::6494,1130,6493
85306:::1557,3968,3851,68,1130:::6493:::1130
30293:::5109,232,13167,1040,3440:::3446:::3440
289932:::1875,1874,4290,5497,6609:::914:::1875,1874,4290,5497,6609
92089:::11507,1875,1874,2569,1467:::1962:::1875,1874,2569,1467
77867:::12099,11608,4582,2554,10740:::10499:::2554,10740
41558:::1875,1874,1467,35,579:::1284:::1875,1874,1467,35,579
7763:::7158,7955,635,1210,908:::903:::908
11440:::12819,12587,2718,2784,2777:::2810:::2718,2784,2777
107151:::11880,10870,3337,5685,542:::620:::542
129884:::11923,2502,2118,11445,2566:::2674:::2566
44250:::14044,14418,9291,10208,8527:::1394:::8527
59202:::6734,10908,11944,13122,4203:::5851:::4203
96569:::10920,7588,5548,2013,4140:::4140:::4140
62052:::5069,8737,12133,9198,2501:::2500:::2501
322553:::5329,2501,2500,2623,1250:::1403:::2501,2500,2623,1250
42924:::14484,10767,2563,2574,2501:::2500:::10767,2563,2574,2501
158592:::8160,10367,2416,2501,2436:::2500:::2416,2501,2436
50167:::10532,914,2501,2436,2500:::2572:::914,2501,2436,2500
196965:::2501,2500,2571,2416,10767:::3206:::2501,2500,2571,2416,10767
322550:::14251,2573,2436,2574,2501:::2500:::2573,2436,2574,2501
142711:::9425,4733,2501,2500,2623:::1761:::2501,2500,2623
72385:::6474,3845,11459,6378,1178:::1338:::1178
219304:::5071,5282,8742,11552,3043:::8598:::3043
120238:::2274,4416,4416,4416,4416:::4810:::4416,4416,4416,4416
283642:::10996,7555,11841,1989,5295:::2900:::5295
58096:::4845,1295,1235,1167,1345:::10108:::1235,1167,1345
315394:::4047,1259,1301,1345,1275:::10108:::1259,1301,1345,1275
20097:::14321,9289,12285,885,1345:::10108:::1345
100332:::14533,8593,6445,6078,3957:::3955:::3957
327978:::6969,12654,13412,10338,1345:::10108:::1345
61702:::572,4292,1167,1345,10108:::10108:::1167,1345,10108
181137:::14144,13835,3661,4817,1297:::1506:::1297
81283:::8393,14168,11215,4925,1338:::1339:::1338
180305:::2154,5138,3023,1338,1339:::1526:::1338,1339
153712:::7355,4128,4399,5525,6715:::6819:::4128,4399,5525,6715
336527:::12325,2602,128,4171,4399:::6715:::4171,4399
263777:::4751,8254,10113,4399,6715:::9414:::4399,6715
117642:::127,14068,11734,3637,4399:::6715:::4399
35774:::7178,7141,2803,13334,4399:::4665:::4399
310218:::14480,7244,3697,2,542:::624:::542
2761:::14012,653,5969,4805,197:::2148:::197
50171:::13798,2500,2572,2574,2573:::5566:::2500,2572,2574,2573
237027:::2334,14341,6936,2573,2574:::2575:::2573,2574
34749:::2421,2015,2380,9967,9967:::10288:::9967,9967
223012:::2918,9070,13992,8977,10388:::10388:::10388
80003:::8753,8491,10351,10388,10351:::10388:::10351,10388,10351
172094:::106,971,10047,10047,9781:::10288:::10047,10047,9781
107009:::11368,6909,14300,7246,5881:::6891:::7246,5881
137380:::2204,2234,2258,2350,2324:::5147:::2204,2234,2258,2350,2324
8502:::9839,10345,5622,12181,3838:::3812:::3838
327301:::8258,9443,1032,6574,1094:::1163:::1032,6574,1094
300871:::13896,9993,12853,8801,1051:::1057:::1051
162943:::7536,11787,4634,13715,2708:::7306:::2708
224888:::2325,13149,1837,6871,2708:::2717:::6871,2708
98957:::12607,3699,2708,2717,2724:::2770:::2708,2717,2724
115662:::9581,5330,1240,14579,4412:::604:::4412
224889:::3354,6871,2708,2714,2717:::2724:::6871,2708,2714,2717
139031:::6081,11000,11832,377,2708:::7306:::2708
330984:::14005,6251,1270,1351,1468:::1547:::1270,1351,1468
115942:::2842,4226,6757,4689,3407:::2059:::3407
360068:::12361,10796,12242,1251,1253:::9033:::1251,1253
218709:::11076,3066,747,1252,1254:::2059:::747,1252,1254
172419:::9578,1689,84,5112,500:::2485:::500
337879:::1253,9033,1251,9212,4791:::4791:::1253,9033,1251,9212,4791
289894:::6606,2563,5819,10767,2558:::2572:::6606,2563,5819,10767,2558
71113:::1432,5948,3391,12025,6132:::11297:::6132
255777:::882,11514,13958,13672,7997:::2474:::7997
114113:::87,6662,2846,9944,621:::624:::621
71115:::10682,3633,2558,2569,5819:::6390:::2558,2569,5819
322608:::5080,10863,5998,9653,6132:::11297:::6132
74987:::12306,4356,9357,2658,6132:::11297:::6132
115885:::6377,488,10709,1050,7614:::7694:::7614
36123:::8855,981,5857,11947,7614:::7694:::7614
237812:::1397,4256,1184,8865,7614:::7694:::7614
171868:::3562,8727,8325,11268,984:::8705:::984
52890:::10015,7531,8494,733,7614:::7694:::7614
235711:::12988,3523,9466,7514,3713:::8640:::3713
235713:::6722,4029,317,2769,776:::10459:::776
12983:::2203,10318,5991,11370,5996:::5990:::5996
245079:::5832,6080,5297,5996,5990:::5990:::5996,5990
150781:::14172,9011,5966,14247,5996:::5990:::5996
273991:::9804,768,1899,5996,5990:::5990:::5996,5990
47774:::10487,11027,10326,9595,5996:::5990:::5996
150784:::2921,5345,4168,3122,4258:::5837:::4258
44573:::11446,5827,12418,6535,812:::6474:::6535,812
346474:::811,809,813,812,6311:::6474:::811,809,813,812,6311
305069:::8093,8006,13993,9607,812:::6474:::812
201271:::10094,10562,1660,6211,3975:::7341:::3975
227000:::9085,2297,8722,14225,812:::6474:::812
355880:::11038,10289,5919,11542,2718:::2777:::2718
135995:::1121,10334,13016,2784,2777:::2763:::2784,2777
355149:::10883,13996,2784,2795,2824:::2849:::2784,2795,2824
92688:::3519,5837,1266,1890,1889:::1891:::1890,1889
300262:::8441,3914,984,5475,7675:::1761:::5475,7675
176439:::3503,8570,1212,1467,3434:::3435:::1212,1467,3434
300251:::2621,1401,1475,1212,1467:::3405:::1401,1475,1212,1467
73875:::2942,759,10572,11294,5917:::9060:::5917
137010:::70,8967,2583,12754,2480:::2480:::2480
294676:::1948,4025,5542,593,1212:::1761:::1212
209912:::3880,14075,8497,2027,1552:::1553:::1552
94326:::13321,4468,14216,1063,1552:::1553:::1552
332616:::12632,10391,8781,1099,1570:::1569:::1570
172649:::291,9029,11980,10067,1552:::1553:::1552
300730:::1452,5746,2529,11106,164:::7479:::164
180769:::14452,12355,11616,7195,1552:::1553:::1552
109329:::13432,8590,6718,7442,1552:::1553:::1552
42076:::8477,12422,14134,13322,9532:::8586:::9532
191522:::1346,14467,4850,9846,3172:::3173:::3172
354370:::894,6567,7675,12774,7082:::7293:::7082
232127:::8836,7528,7932,5105,441:::651:::441
242214:::8222,3324,6234,5355,5875:::6235:::5875
265796:::5772,2185,5800,1679,5875:::6235:::5875
90093:::10496,1009,12350,12672,2576:::5596:::2576
328230:::13530,13351,6255,12188,5875:::6235:::5875
166238:::1356,7642,8504,4453,5875:::6235:::5875
66833:::8812,6099,5195,11807,5875:::6235:::5875
149289:::11820,6157,7384,8572,3082:::3142:::3082
228678:::5055,12540,6089,397,401:::7217:::397,401
106534:::13375,8345,7928,3698,401:::7217:::401
34073:::9472,7690,5507,10808,401:::7217:::401
234978:::6181,1322,4524,5160,401:::7217:::401
63685:::2634,2661,4333,4331,4605:::5491:::2634,2661,4333,4331,4605
299007:::14285,6998,11864,3388,4331:::6127:::3388,4331
319564:::617,7825,12402,7344,4331:::6127:::4331
324267:::5448,1016,4333,6193,4331:::6127:::4333,6193,4331
263063:::4586,10405,2208,10793,1451:::1452:::1451
58508:::14059,1706,12246,2494,3640:::2964:::3640
344283:::1405,4787,13867,4112,1005:::2403:::4112,1005
358285:::2300,12473,12753,6151,3957:::3955:::3957
161680:::13381,12634,3780,2107,6433:::6748:::6433
113265:::6217,10672,10639,10134,6433:::6748:::6433
242241:::13250,5248,7011,1928,6433:::6748:::6433
85240:::4454,11842,6114,5835,6670:::6725:::6670
281140:::4857,816,3292,13134,11234:::12854:::11234
134654:::4148,6899,2613,5565,5503:::5504:::5503
66239:::8655,4175,1080,1119,1159:::1208:::1080,1119,1159
91986:::13377,14129,1159,1229,1119:::1132:::1159,1229,1119
234699:::9108,8901,13806,10307,2046:::2510:::2046
208433:::13302,7474,2669,2668,2670:::7397:::2669,2668,2670
267369:::719,2443,10538,500,2669:::2668:::2669
154379:::1105,13528,2669,2672,2670:::7397:::2669,2672,2670
205941:::2052,3373,11727,7452,2669:::2671:::2669
274641:::2627,1556,2669,2678,2679:::4736:::2669,2678,2679
112622:::13251,12269,3807,2670,7397:::2672:::2670,7397
248082:::6456,11192,9697,3638,284:::9984:::284
290977:::10036,3240,13809,284,9984:::9984:::284,9984
337934:::588,1216,7789,10446,284:::9984:::284
230410:::6060,13813,13014,3949,284:::9984:::284
293318:::11398,1533,10845,284,9984:::9984:::284,9984
332529:::9233,12369,6250,13583,284:::9984:::284
327184:::4559,9223,8799,10983,159:::13603:::159
180422:::11996,297,3941,7401,3855:::9708:::3855
122388:::4266,9035,6017,13828,1610:::1810:::1610
190733:::2068,1339,1610,1580,1810:::1853:::1339,1610,1580,1810
65560:::8403,2701,1252,1271,1290:::1289:::1252,1271,1290
305169:::10352,12396,6444,14500,1290:::1289:::1290
286333:::10781,11590,10079,13325,2133:::6710:::2133
349010:::14080,7777,8744,5941,1290:::1289:::1290
163858:::12892,5487,11725,10046,2906:::3027:::2906
233961:::12448,3844,3845,3855,5724:::10303:::3844,3845,3855,5724
115885:::10792,6247,3225,2604,7614:::7694:::7614
3314:::9743,484,12055,5724,2633:::4130:::5724,2633
69254:::3035,11154,151,5724,10303:::10303:::151,5724,10303
274646:::4736,2668,2672,2672,2670:::7397:::4736,2668,2672,2672,2670
187316:::13868,1340,4892,2802,2841:::2927:::2802,2841
21048:::7788,4244,1055,9034,323:::5564:::323
208395:::5804,2373,14228,6702,986:::4633:::986
140708:::10213,4466,2664,10715,97:::2038:::97
134652:::9394,3335,7783,1059,11234:::12854:::1059,11234
140709:::1362,11379,5859,97,2038:::2039:::97,2038
176489:::12789,287,14306,1059,1063:::1085:::1059,1063
149567:::42,7750,10177,5318,1059:::1085:::1059
275255:::8025,10304,1816,1059,1063:::1068:::1059,1063
71982:::4323,10903,2893,1664,2875:::3092:::2875
186869:::2188,7914,1612,4927,10078:::10078:::10078
258995:::1192,3119,13923,2530,2552:::2550:::2530,2552
188771:::9308,4798,5690,6604,2551:::2485:::2551
